,class,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat
6528,poisonous,flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,,silky,silky,white,white,p,white,1,evanescent,white,several,woods
6529,poisonous,convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white,p,white,1,evanescent,white,several,paths
6530,edible,knobbed,fibrous,white,False,none,free,crowded,broad,pink,enlarging,,smooth,silky,white,white,p,white,2,pendant,white,numerous,grasses
6531,poisonous,knobbed,scaly,brown,False,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,white,p,white,1,evanescent,white,several,woods
6532,poisonous,flat,smooth,red,False,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,white,p,white,1,evanescent,white,several,woods
6533,poisonous,convex,scaly,red,False,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,p,white,1,evanescent,white,several,woods
6534,poisonous,convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,p,white,1,evanescent,white,several,leaves
6535,poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,p,white,1,evanescent,white,several,woods
6536,poisonous,flat,scaly,red,False,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,p,white,1,evanescent,white,several,leaves
6537,poisonous,flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,p,white,1,evanescent,white,several,leaves
6538,poisonous,convex,scaly,red,False,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,p,white,1,evanescent,white,several,leaves
6539,poisonous,flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,p,white,1,evanescent,white,several,paths
6540,poisonous,convex,smooth,red,False,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,p,white,1,evanescent,white,several,woods
6541,poisonous,convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,p,white,1,evanescent,white,several,paths
6542,poisonous,flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,,silky,silky,white,pink,p,white,1,evanescent,white,several,leaves
6543,poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,p,white,1,evanescent,white,several,leaves
6544,poisonous,flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white,p,white,1,evanescent,white,several,leaves
6545,poisonous,flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,white,p,white,1,evanescent,white,several,woods
6546,poisonous,flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,p,white,1,evanescent,white,several,paths
6547,poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,white,p,white,1,evanescent,white,several,paths
6548,poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,p,white,1,evanescent,white,several,leaves
6549,poisonous,convex,scaly,red,False,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,p,white,1,evanescent,white,several,paths
6550,poisonous,knobbed,smooth,red,False,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,p,white,1,evanescent,white,several,paths
6551,poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,p,white,1,evanescent,white,several,paths
6552,poisonous,flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,p,white,1,evanescent,white,several,paths
6553,poisonous,flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,p,white,1,evanescent,white,several,woods
6554,poisonous,flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,white,p,white,1,evanescent,white,several,paths
6555,poisonous,knobbed,smooth,red,False,foul,free,close,narrow,buff,tapering,,smooth,silky,white,pink,p,white,1,evanescent,white,several,paths
6556,poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,p,white,1,evanescent,white,several,paths
6557,poisonous,flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,white,p,white,1,evanescent,white,several,paths
6558,edible,convex,smooth,brown,False,none,attached,close,broad,brown,enlarging,,smooth,smooth,orange,orange,p,orange,1,pendant,buff,several,leaves
6559,poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,p,white,1,evanescent,white,several,leaves
6560,poisonous,knobbed,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,p,white,1,evanescent,white,several,leaves
6561,poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,,smooth,silky,white,pink,p,white,1,evanescent,white,several,woods
6562,poisonous,flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,white,p,white,1,evanescent,white,several,woods
6563,poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,p,white,1,evanescent,white,several,paths
6564,poisonous,flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,silky,silky,white,white,p,white,1,evanescent,white,several,woods
6565,poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,p,white,1,evanescent,white,several,paths
6566,poisonous,flat,scaly,red,False,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,p,white,1,evanescent,white,several,woods
6567,poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,p,white,1,evanescent,white,several,leaves
6568,poisonous,convex,smooth,red,False,foul,free,close,narrow,buff,tapering,,smooth,silky,white,pink,p,white,1,evanescent,white,several,leaves
6569,poisonous,convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,white,p,white,1,evanescent,white,several,paths
6570,poisonous,convex,smooth,red,False,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,p,white,1,evanescent,white,several,paths
6571,poisonous,convex,smooth,red,False,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,p,white,1,evanescent,white,several,woods
6572,poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,white,p,white,1,evanescent,white,several,leaves
6573,poisonous,convex,smooth,red,False,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white,p,white,1,evanescent,white,several,paths
6574,poisonous,knobbed,smooth,red,False,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,p,white,1,evanescent,white,several,leaves
6575,poisonous,convex,scaly,red,False,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,p,white,1,evanescent,white,several,paths
6576,poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,p,white,1,evanescent,white,several,paths
6577,poisonous,flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,p,white,1,evanescent,white,several,leaves
6578,poisonous,convex,smooth,brown,False,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,p,white,1,evanescent,white,several,woods
6579,poisonous,knobbed,scaly,red,False,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,white,p,white,1,evanescent,white,several,paths
6580,poisonous,convex,smooth,red,False,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white,p,white,1,evanescent,white,several,leaves
6581,poisonous,flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,p,white,1,evanescent,white,several,woods
6582,poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white,p,white,1,evanescent,white,several,woods
6583,poisonous,flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,p,white,1,evanescent,white,several,paths
6584,poisonous,flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,p,white,1,evanescent,white,several,leaves
6585,poisonous,flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,p,white,1,evanescent,white,several,paths
6586,poisonous,knobbed,scaly,brown,False,fishy,free,close,narrow,buff,tapering,,silky,silky,white,pink,p,white,1,evanescent,white,several,paths
6587,poisonous,flat,scaly,red,False,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,white,p,white,1,evanescent,white,several,leaves
6588,poisonous,flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,p,white,1,evanescent,white,several,paths
6589,poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,white,p,white,1,evanescent,white,several,woods
6590,poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,p,white,1,evanescent,white,several,leaves
6591,poisonous,flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,p,white,1,evanescent,white,several,woods
6592,poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,,silky,silky,white,white,p,white,1,evanescent,white,several,woods
6593,poisonous,convex,scaly,red,False,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,p,white,1,evanescent,white,several,woods
6594,poisonous,flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white,p,white,1,evanescent,white,several,paths
6595,poisonous,convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink,p,white,1,evanescent,white,several,leaves
6596,poisonous,flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,p,white,1,evanescent,white,several,paths
6597,poisonous,flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,white,p,white,1,evanescent,white,several,leaves
6598,poisonous,flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,p,white,1,evanescent,white,several,paths
6599,edible,convex,smooth,gray,False,none,free,crowded,broad,pink,enlarging,,smooth,silky,white,white,p,white,2,pendant,white,numerous,grasses
6600,poisonous,knobbed,scaly,brown,False,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white,p,white,1,evanescent,white,several,paths
6601,poisonous,convex,scaly,red,False,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white,p,white,1,evanescent,white,several,paths
6602,poisonous,convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,p,white,1,evanescent,white,several,paths
6603,poisonous,convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,p,white,1,evanescent,white,several,woods
6604,poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,white,p,white,1,evanescent,white,several,leaves
6605,poisonous,knobbed,scaly,brown,False,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,p,white,1,evanescent,white,several,leaves
6606,poisonous,convex,smooth,red,False,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,white,p,white,1,evanescent,white,several,woods
6607,poisonous,convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,white,p,white,1,evanescent,white,several,woods
6608,poisonous,knobbed,scaly,brown,False,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,p,white,1,evanescent,white,several,woods
6609,poisonous,convex,scaly,red,False,foul,free,close,narrow,buff,tapering,,silky,silky,pink,white,p,white,1,evanescent,white,several,leaves
6610,poisonous,knobbed,smooth,brown,False,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,white,p,white,1,evanescent,white,several,paths
6611,poisonous,convex,smooth,brown,False,foul,free,close,narrow,buff,tapering,,smooth,silky,white,white,p,white,1,evanescent,white,several,paths
6612,poisonous,convex,scaly,red,False,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,white,p,white,1,evanescent,white,several,woods
6613,poisonous,flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,white,p,white,1,evanescent,white,several,woods
6614,poisonous,flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,p,white,1,evanescent,white,several,leaves
6615,poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,p,white,1,evanescent,white,several,paths
6616,poisonous,flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,p,white,1,evanescent,white,several,paths
6617,poisonous,convex,scaly,red,False,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,p,white,1,evanescent,white,several,leaves
6618,poisonous,convex,smooth,red,False,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,p,white,1,evanescent,white,several,leaves
6619,poisonous,flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,p,white,1,evanescent,white,several,paths
6620,poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,p,white,1,evanescent,white,several,woods
6621,poisonous,convex,smooth,brown,False,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,white,p,white,1,evanescent,white,several,woods
6622,poisonous,convex,smooth,red,False,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink,p,white,1,evanescent,white,several,woods
6623,poisonous,convex,smooth,red,False,fishy,free,close,narrow,buff,tapering,,silky,silky,white,white,p,white,1,evanescent,white,several,leaves
6624,poisonous,flat,smooth,red,False,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,p,white,1,evanescent,white,several,paths
6625,poisonous,convex,scaly,red,False,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,white,p,white,1,evanescent,white,several,paths
6626,poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,p,white,1,evanescent,white,several,woods
6627,poisonous,convex,smooth,red,False,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,p,white,1,evanescent,white,several,leaves
6628,poisonous,convex,smooth,red,False,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,p,white,1,evanescent,white,several,leaves
6629,poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,p,white,1,evanescent,white,several,woods
6630,poisonous,convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,p,white,1,evanescent,white,several,leaves
6631,poisonous,flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,p,white,1,evanescent,white,several,woods
6632,poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,,silky,smooth,white,white,p,white,1,evanescent,white,several,woods
6633,poisonous,convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white,p,white,1,evanescent,white,several,woods
6634,poisonous,convex,smooth,red,False,foul,free,close,narrow,buff,tapering,,silky,silky,pink,pink,p,white,1,evanescent,white,several,leaves
6635,poisonous,flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,p,white,1,evanescent,white,several,leaves
6636,poisonous,convex,smooth,brown,False,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,white,p,white,1,evanescent,white,several,woods
6637,poisonous,flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,p,white,1,evanescent,white,several,woods
6638,poisonous,knobbed,scaly,brown,False,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,p,white,1,evanescent,white,several,paths
6639,poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,p,white,1,evanescent,white,several,leaves
6640,poisonous,flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,p,white,1,evanescent,white,several,paths
6641,poisonous,knobbed,scaly,brown,False,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,p,white,1,evanescent,white,several,paths
6642,poisonous,flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white,p,white,1,evanescent,white,several,woods
6643,poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,,silky,silky,pink,white,p,white,1,evanescent,white,several,paths
6644,poisonous,convex,smooth,red,False,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,p,white,1,evanescent,white,several,woods
6645,poisonous,convex,smooth,brown,False,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,p,white,1,evanescent,white,several,leaves
6646,poisonous,flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,p,white,1,evanescent,white,several,paths
6647,poisonous,flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,p,white,1,evanescent,white,several,paths
6648,poisonous,convex,smooth,red,False,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,p,white,1,evanescent,white,several,leaves
6649,poisonous,flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,white,p,white,1,evanescent,white,several,leaves
6650,poisonous,convex,scaly,red,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,p,white,1,evanescent,white,several,paths
6651,poisonous,flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,,silky,silky,white,white,p,white,1,evanescent,white,several,leaves
6652,poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white,p,white,1,evanescent,white,several,paths
6653,poisonous,convex,scaly,red,False,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,white,p,white,1,evanescent,white,several,leaves
6654,poisonous,flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,p,white,1,evanescent,white,several,leaves
6655,poisonous,knobbed,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,white,p,white,1,evanescent,white,several,woods
6656,poisonous,convex,scaly,red,False,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,p,white,1,evanescent,white,several,paths
6657,poisonous,convex,smooth,brown,False,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,p,white,1,evanescent,white,several,leaves
6658,poisonous,flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,p,white,1,evanescent,white,several,paths
6659,poisonous,flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,p,white,1,evanescent,white,several,paths
6660,edible, bell,fibrous,gray,False,none,free,crowded,broad,pink,enlarging,,smooth,silky,white,white,p,white,2,pendant,white,scattered,grasses
6661,poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,white,p,white,1,evanescent,white,several,paths
6662,poisonous,knobbed,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,p,white,1,evanescent,white,several,paths
6663,edible, bell,smooth,brown,False,none,attached,close,broad,orange,enlarging,,smooth,smooth,orange,orange,p,brown,1,pendant,yellow,several,leaves
6664,poisonous,flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,p,white,1,evanescent,white,several,woods
6665,poisonous,flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,white,p,white,1,evanescent,white,several,woods
6666,poisonous,convex,scaly,red,False,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,p,white,1,evanescent,white,several,woods
6667,poisonous,convex,smooth,red,False,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,p,white,1,evanescent,white,several,woods
6668,poisonous,knobbed,scaly,cinnamon,False,musty,attached,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon,p,white,0,none,white,clustered,woods
6669,poisonous,convex,smooth,red,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,p,white,1,evanescent,white,several,leaves
6670,poisonous,flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink,p,white,1,evanescent,white,several,paths
6671,poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,p,white,1,evanescent,white,several,leaves
6672,poisonous,convex,scaly,red,False,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,white,p,white,1,evanescent,white,several,woods
6673,poisonous,convex,smooth,red,False,foul,free,close,narrow,buff,tapering,,silky,silky,pink,white,p,white,1,evanescent,white,several,woods
6674,poisonous,flat,smooth,red,False,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,p,white,1,evanescent,white,several,leaves
6675,poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,white,p,white,1,evanescent,white,several,woods
6676,poisonous,flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,silky,silky,white,white,p,white,1,evanescent,white,several,woods
6677,poisonous,flat,scaly,red,False,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,p,white,1,evanescent,white,several,paths
6678,poisonous,convex,smooth,red,False,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,p,white,1,evanescent,white,several,leaves
6679,poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,p,white,1,evanescent,white,several,woods
6680,poisonous,flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,p,white,1,evanescent,white,several,leaves
6681,poisonous,convex,scaly,red,False,foul,free,close,narrow,buff,tapering,,silky,silky,white,white,p,white,1,evanescent,white,several,leaves
6682,poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,p,white,1,evanescent,white,several,paths
6683,poisonous,flat,smooth,red,False,foul,free,close,narrow,buff,tapering,,silky,silky,white,white,p,white,1,evanescent,white,several,leaves
6684,poisonous,flat,smooth,red,False,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,white,p,white,1,evanescent,white,several,paths
6685,poisonous,convex,smooth,red,False,fishy,free,close,narrow,buff,tapering,,silky,silky,white,white,p,white,1,evanescent,white,several,paths
6686,poisonous,convex,smooth,red,False,foul,free,close,narrow,buff,tapering,,silky,silky,pink,pink,p,white,1,evanescent,white,several,woods
6687,poisonous,knobbed,scaly,red,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,p,white,1,evanescent,white,several,paths
6688,poisonous,convex,scaly,red,False,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,white,p,white,1,evanescent,white,several,leaves
6689,poisonous,convex,smooth,red,False,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,p,white,1,evanescent,white,several,woods
6690,poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white,p,white,1,evanescent,white,several,woods
6691,poisonous,convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,p,white,1,evanescent,white,several,leaves
6692,poisonous,flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,p,white,1,evanescent,white,several,woods
6693,poisonous,flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink,p,white,1,evanescent,white,several,paths
6694,poisonous,convex,smooth,red,False,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,p,white,1,evanescent,white,several,woods
6695,poisonous,knobbed,smooth,brown,False,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,white,p,white,1,evanescent,white,several,paths
6696,poisonous,flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,p,white,1,evanescent,white,several,woods
6697,poisonous,flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,,silky,silky,white,white,p,white,1,evanescent,white,several,woods
6698,poisonous,flat,scaly,red,False,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,p,white,1,evanescent,white,several,paths
6699,poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,p,white,1,evanescent,white,several,leaves
6700,poisonous,flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,white,p,white,1,evanescent,white,several,woods
6701,poisonous,convex,smooth,red,False,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,p,white,1,evanescent,white,several,leaves
6702,poisonous,flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,white,p,white,1,evanescent,white,several,woods
6703,poisonous,flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white,p,white,1,evanescent,white,several,woods
6704,poisonous,flat,smooth,red,False,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,p,white,1,evanescent,white,several,paths
6705,poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,p,white,1,evanescent,white,several,woods
6706,poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,white,p,white,1,evanescent,white,several,woods
6707,poisonous,knobbed,scaly,brown,False,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white,p,white,1,evanescent,white,several,leaves
6708,poisonous,flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,white,p,white,1,evanescent,white,several,paths
6709,poisonous,flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,white,p,white,1,evanescent,white,several,paths
6710,poisonous,flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,p,white,1,evanescent,white,several,leaves
6711,poisonous,convex,smooth,brown,False,foul,free,close,narrow,buff,tapering,,smooth,silky,white,white,p,white,1,evanescent,white,several,leaves
6712,poisonous,flat,smooth,red,False,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,white,p,white,1,evanescent,white,several,paths
6713,poisonous,convex,smooth,red,False,foul,free,close,narrow,buff,tapering,,smooth,silky,white,white,p,white,1,evanescent,white,several,woods
6714,poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,p,white,1,evanescent,white,several,woods
6715,poisonous,convex,smooth,red,False,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,p,white,1,evanescent,white,several,paths
6716,poisonous,flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,p,white,1,evanescent,white,several,paths
6717,poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,,silky,smooth,white,pink,p,white,1,evanescent,white,several,paths
6718,poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,p,white,1,evanescent,white,several,paths
6719,poisonous,convex,smooth,red,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,p,white,1,evanescent,white,several,woods
6720,poisonous,flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,white,p,white,1,evanescent,white,several,woods
6721,poisonous,convex,smooth,red,False,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,white,p,white,1,evanescent,white,several,leaves
6722,poisonous,convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white,p,white,1,evanescent,white,several,leaves
6723,poisonous,flat,smooth,red,False,foul,free,close,narrow,buff,tapering,,silky,silky,pink,pink,p,white,1,evanescent,white,several,woods
6724,poisonous,convex,scaly,red,False,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,p,white,1,evanescent,white,several,leaves
6725,poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,p,white,1,evanescent,white,several,paths
