BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
1,UPPER EAST SIDE (96-110),10 COOPS - ELEVATOR APARTMENTS,2,1602,60,,D4,"12 EAST 97TH STREET, 3J",,10029,0,0,0,0,0,1926,2,D4,"$   370,000",04/02/2019
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1140,46,,D4,"140 WEST 69TH STREET, 82B",,10023,0,0,0,0,0,1905,2,D4,$   - 0,04/02/2019
1,UPPER WEST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,2,1252,75,,D4,"214 RIVERSIDE DRIVE, 408",,10025,0,0,0,0,0,1901,2,D4,"$   630,000",04/02/2019
1,UPPER WEST SIDE (79-96),11A CONDO-RENTALS,2,1234,1209,,R4,"2376 BROADWAY, M14",M14,10024,1,0,1,,2234,1920,2,RR,"$   2,871,722",04/02/2019
1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1210,1023,,R4,"101 WEST 79TH STREET, 4E",4E,10024,1,0,1,0,894,1986,2,R4,"$   1,279,400",04/02/2019
2,BAYCHESTER,02 TWO FAMILY DWELLINGS,1,4751,42,,B3,3300 GUNTHER AVENUE,,10469,2,0,2,"2,850",1188,1955,1,B3,"$   495,000",04/02/2019
2,BEDFORD PARK/NORWOOD,02 TWO FAMILY DWELLINGS,1,3289,14,,B1,2790 POND PLACE,,10458,2,0,2,"2,452",3252,2008,1,B1,$   - 0,04/02/2019
2,BRONXDALE,02 TWO FAMILY DWELLINGS,1,4517,28,,B1,2754 COLDEN AVENUE,,10469,2,0,2,"2,800",1708,1955,1,B1,"$   571,000",04/02/2019
2,HUNTS POINT,03 THREE FAMILY DWELLINGS,1,2765,335,,C0,641 COSTER STREET,,10474,3,0,3,"2,022",3154,2007,1,C0,"$   661,863",04/02/2019
2,MORRISANIA/LONGWOOD,07 RENTALS - WALKUP APARTMENTS,2A,2756,58,,C3,1010 LONGFELLOW AVE,,10459,4,0,4,"2,500",3200,1930,2,C3,"$   648,000",04/02/2019
2,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY DWELLINGS,1,2555,25,,A5,607 OAK TERRACE,,10454,1,0,1,"2,089",1104,2000,1,A5,"$   375,000",04/02/2019
2,MOTT HAVEN/PORT MORRIS,03 THREE FAMILY DWELLINGS,1,2302,54,,C0,349 EAST 139 STREET,,10454,3,0,3,"1,667",3120,1901,1,C0,"$   715,000",04/02/2019
2,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS,1,4352,33,,B1,2345 BARNES AVE,,10467,2,0,2,"2,500",1800,1955,1,B1,"$   610,000",04/02/2019
2,PELHAM PARKWAY SOUTH,01 ONE FAMILY DWELLINGS,1,4293,61,,A5,2059 MATTHEWS AVENUE,,10462,1,0,1,"1,100",1648,1960,1,A5,$   - 0,04/02/2019
2,PELHAM PARKWAY SOUTH,14 RENTALS - 4-10 UNIT,2A,4293,37,,S3,2115 MATTHEWS AVENUE,,10462,3,1,4,"5,000",3213,1940,2,S3,$   - 0,04/02/2019
2,RIVERDALE,05 TAX CLASS 1 VACANT LAND,1B,5931,157,,V0,N/A WEST 261 STREET,,10471,0,0,0,"104,682",0,0,1,V0,$   1,04/02/2019
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5742,120,,D4,"3103 FAIRFIELD AVENUE, 5B",,10463,0,0,0,0,0,1949,2,D4,"$   191,000",04/02/2019
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5795,518,,D4,"3530 HENRY HUDSON PKWY, PHA",,10463,0,0,0,0,0,1955,2,D4,"$   341,628",04/02/2019
2,RIVERDALE,33 EDUCATIONAL FACILITIES,4,5958,1,,W6,6301 RIVERDALE AVENUE,,10471,0,1,1,########,237021,1848,4,W6,$   1,04/02/2019
2,SOUNDVIEW,02 TWO FAMILY DWELLINGS,1,3473,1,,B1,1899 OBRIEN AVE,,10473,2,0,2,"1,250",1440,1930,1,B1,$   - 0,04/02/2019
2,THROGS NECK,01 ONE FAMILY DWELLINGS,1,5526,113,,A2,4378 LOCUST POINT DRIVE,,10465,1,0,1,"2,500",630,1930,1,A2,$   - 0,04/02/2019
2,THROGS NECK,02 TWO FAMILY DWELLINGS,1,5590,35,,B1,282 CALHOUN AVENUE,,10465,2,0,2,"2,500",1600,1930,1,B1,$   - 0,04/02/2019
2,THROGS NECK,07 RENTALS - WALKUP APARTMENTS,2A,5576,78,,C3,458 REVERE AVENUE,,10465,4,0,4,"3,296",1628,1931,2,C3,$   - 0,04/02/2019
3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,6102,71,,B3,215 93RD STREET,,11209,2,0,2,"2,000",1488,1925,1,B3,"$   1,100,000",04/02/2019
3,BAY RIDGE,13 CONDOS - ELEVATOR APARTMENTS,2,5871,1013,,R4,"268 BAY RIDGE AVENUE, 3D",3D,11220,1,0,1,"8,422",1081,2015,2,R4,"$   834,965",04/02/2019
3,BAY RIDGE,44 CONDO PARKING,4,5871,1016,,RG,"268 BAY RIDGE AVENUE, P1",P1,11220,0,1,1,"8,422",153,2015,4,RG,"$   834,965",04/02/2019
3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1675,30,,B9,348 MACDONOUGH STREET,,11233,2,0,2,"2,000",3600,1899,1,B9,"$   2,245,000",04/02/2019
3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1823,87,,B3,311 PUTNAM AVENUE,,11216,2,0,2,"2,000",2400,1910,1,B3,$   - 0,04/02/2019
3,BEDFORD STUYVESANT,07 RENTALS - WALKUP APARTMENTS,2A,1620,43,,C2,856 GREENE AVENUE,,11221,6,0,6,"2,600",5808,1931,2,C2,$   - 0,04/02/2019
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1925,1030,,R4,"970 KENT AVENUE, 213",213,11205,1,0,1,0,984,0,2,R4,"$   880,000",04/02/2019
3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,5575,27,,A9,1642 68TH STREET,,11204,1,0,1,"3,500",3690,1920,1,A9,"$   1,600,000",04/02/2019
3,BENSONHURST,01 ONE FAMILY DWELLINGS,1,6293,29,,A1,1448 81ST STREET,,11228,1,0,1,"2,633",1296,1930,1,A1,"$   900,000",04/02/2019
3,BENSONHURST,13 CONDOS - ELEVATOR APARTMENTS,2,6265,1022,,R4,"7819 BAY PARKWAY, 5A",5A,11214,1,0,1,"5,000",666,2015,2,R4,"$   560,038",04/02/2019
3,BENSONHURST,22 STORE BUILDINGS,4,6216,9,,K4,7403 18TH AVENUE,,11204,1,1,2,"1,930",2787,1931,4,K4,"$   1,480,000",04/02/2019
3,BERGEN BEACH,01 ONE FAMILY DWELLINGS,1,8433,72,,A1,2180 E 74 STREET,,11234,1,0,1,"3,000",1680,1960,1,A1,$   - 0,04/02/2019
3,BERGEN BEACH,01 ONE FAMILY DWELLINGS,1,8448,68,,A5,2374 EAST 71ST STREET,,11234,1,0,1,"2,717",1665,1970,1,A5,"$   780,000",04/02/2019
3,BOERUM HILL,09 COOPS - WALKUP APARTMENTS,2C,190,27,,C6,"438 PACIFIC STREET, 3",,11217,0,0,0,0,0,1920,2,C6,"$   1,100,000",04/02/2019
3,BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5638,53,,B1,959 50TH STREET,,11219,2,0,2,"2,588",2750,1920,1,B1,"$   1,730,000",04/02/2019
3,BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5458,52,,C0,1565 51ST STREET,,11219,3,0,3,"3,005",4636,1975,1,C0,$   - 0,04/02/2019
3,BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5641,30,,C0,1256 49TH STREET,,11219,3,0,3,"2,003",3720,1965,1,C0,$   - 0,04/02/2019
3,BOROUGH PARK,04 TAX CLASS 1 CONDOS,1C,5709,1203,,R6,"5910 11TH AVENUE, 3",3,11219,1,0,3,"2,518",4530,2017,1,R6,"$   946,973",04/02/2019
3,BOROUGH PARK,10 COOPS - ELEVATOR APARTMENTS,2,5678,22,,D4,"1440 54TH STREET, 2F",,11219,0,0,0,0,0,1938,2,D4,$   - 0,04/02/2019
3,BOROUGH PARK,30 WAREHOUSES,4,5523,1,,E1,6115 15TH AVENUE,,11219,0,3,3,"7,600",7600,1931,4,E1,"$   3,600,000",04/02/2019
3,BRIGHTON BEACH,10 COOPS - ELEVATOR APARTMENTS,2,8680,1,,D4,"50 BRIGHTON 1ST ROAD, 5N",,11235,0,0,0,0,0,1963,2,D4,"$   647,000",04/02/2019
3,BRIGHTON BEACH,13 CONDOS - ELEVATOR APARTMENTS,2,8676,1011,,R4,"3015 BRIGHTON 6 STREET, 4A",4A,11235,1,0,1,"16,000",1191,2008,2,R4,"$   312,500",04/02/2019
3,BRIGHTON BEACH,13 CONDOS - ELEVATOR APARTMENTS,2,8720,1446,,R4,"60 OCEANA DRIVE WEST, 3G",3G,11235,1,0,1,0,1376,0,2,R4,"$   850,000",04/02/2019
3,BROOKLYN HEIGHTS,13 CONDOS - ELEVATOR APARTMENTS,2,245,1184,,R4,"360 FURMAN STREET, 628",628,11201,1,0,1,0,1523,2008,2,R4,"$   2,150,000",04/02/2019
3,BROWNSVILLE,01 ONE FAMILY DWELLINGS,1,3516,29,,A5,1869 STRAUSS STREET,,11212,1,0,1,"2,000",1620,1987,1,A5,$   - 0,04/02/2019
3,BUSHWICK,02 TWO FAMILY DWELLINGS,1,3388,55,,B2,1055 HANCOCK STREET,,11221,2,0,2,"2,000",3000,1920,1,B2,"$   25,000",04/02/2019
3,BUSHWICK,03 THREE FAMILY DWELLINGS,1,3394,38,,C0,1242 BUSHWICK AVENUE,,11221,3,0,3,"1,500",3500,1915,1,C0,"$   560,000",04/02/2019
3,BUSHWICK,03 THREE FAMILY DWELLINGS,1,3428,19,,C0,120 SCHAEFER STREET,,11207,3,0,3,"1,800",2430,1925,1,C0,"$   780,000",04/02/2019
3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8077,2,,B9,8604 AVENUE M,,11236,2,0,2,"2,000",1540,1955,1,B9,"$   550,000",04/02/2019
3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8231,59,,B1,1042 EAST 105TH STREET,,11236,2,0,2,"2,000",1560,1955,1,B1,$   - 0,04/02/2019
3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8309,5,,B2,1439 EAST 105 STREET,,11236,2,0,2,"5,000",2462,1960,1,B2,$   - 0,04/02/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8073,62,,C0,1320 EAST 83RD STREET,,11236,3,0,3,"2,400",3396,1960,1,C0,"$   715,000",04/02/2019
3,CLINTON HILL,02 TWO FAMILY DWELLINGS,1,1977,21,,B3,472 WAVERLY AVENUE,,11238,2,0,2,"1,327",3024,1899,1,B3,"$   1,957,500",04/02/2019
3,CLINTON HILL,03 THREE FAMILY DWELLINGS,1,2019,13,,C0,64 LEFFERTS PLACE,,11238,3,0,3,"2,050",4225,1899,1,C0,"$   2,300,000",04/02/2019
3,COBBLE HILL,09 COOPS - WALKUP APARTMENTS,2,302,58,,C6,"209 WARREN STREET, 209A",,11201,0,0,0,0,0,1901,2,C6,$   - 0,04/02/2019
3,COBBLE HILL,12 CONDOS - WALKUP APARTMENTS,2,321,1001,,R2,"501 HICKS STREET, 101",101,11231,1,0,1,"21,388",805,1922,2,R2,$   - 0,04/02/2019
3,CONEY ISLAND,01 ONE FAMILY DWELLINGS,1,7017,110,,A5,2129 MERMAID AVENUE,,11224,1,0,1,"1,479",1344,1993,1,A5,"$   580,000",04/02/2019
3,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS,1,1290,59,,B9,321 CROWN STREET,,11225,2,0,2,"2,747",2304,1910,1,B9,"$   975,000",04/02/2019
3,CROWN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,2,1424,49,,D4,"897 EMPIRE BLVD, C-3",,11213,0,0,0,0,0,1931,2,D4,"$   185,000",04/02/2019
3,CYPRESS HILLS,02 TWO FAMILY DWELLINGS,1,3898,16,,B2,226 SUNNYSIDE AVENUE,,11207,2,0,2,"2,750",1980,1899,1,B2,$   - 0,04/02/2019
3,CYPRESS HILLS,05 TAX CLASS 1 VACANT LAND,1B,3898,17,,V0,228 SUNNYSIDE AVENUE,,11207,0,0,0,"2,750",0,0,1,V0,$   - 0,04/02/2019
3,DYKER HEIGHTS,02 TWO FAMILY DWELLINGS,1,5902,37,,B1,7112 10TH AVENUE,,11228,2,0,2,"1,600",2820,1910,1,B1,"$   1,250,000",04/02/2019
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,3841,37,,S1,427 NEW LOTS AVENUE,,11207,1,1,2,"2,154",2668,1930,1,S1,"$   500,000",04/02/2019
3,FLATBUSH-CENTRAL,03 THREE FAMILY DWELLINGS,1,5171,56,,C0,1081 ROGERS AVENUE,,11226,3,0,3,"2,100",3000,1901,1,C0,$   - 0,04/02/2019
3,FLATBUSH-CENTRAL,07 RENTALS - WALKUP APARTMENTS,2A,5192,16,,C3,1126 ROGERS AVENUE,4,11226,4,0,4,"2,400",3600,1930,2,C3,$   - 0,04/02/2019
3,FLATBUSH-CENTRAL,12 CONDOS - WALKUP APARTMENTS,2,5055,1022,,R2,"41 CLARKSON AVENUE, 2E",2E,11226,1,0,1,0,615,1931,2,R2,"$   480,000",04/02/2019
3,FLATBUSH-EAST,03 THREE FAMILY DWELLINGS,1,4996,36,,C0,1456 NEW YORK AVENUE,,11210,3,0,3,"2,050",2168,1905,1,C0,"$   36,000",04/02/2019
3,FLATBUSH-EAST,07 RENTALS - WALKUP APARTMENTS,2,7810,19,,C1,3801 AVENUE L,,11210,31,0,31,"10,400",24500,1928,2,C1,"$   6,075,000",04/02/2019
3,GRAVESEND,10 COOPS - ELEVATOR APARTMENTS,2,6933,55,,D4,"2630 CROPSEY AVENUE, 2F",,11214,0,0,0,0,0,1963,2,D4,$   - 0,04/02/2019
3,GREENPOINT,01 ONE FAMILY DWELLINGS,1,2617,6,,S1,64 MESEROLE AVENUE,,11222,1,1,2,"2,950",3000,1931,1,S1,"$   2,150,000",04/02/2019
3,GREENPOINT,03 THREE FAMILY DWELLINGS,1,2647,10,,C0,603 LEONARD STREET,,11222,3,0,3,"2,000",2100,1899,1,C0,$   - 0,04/02/2019
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2530,1126,,R4,"21 INDIA STREET, 30B",30B,11222,1,0,1,0,741,2017,2,R4,"$   1,112,500",04/02/2019
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2530,1131,,R4,"21 INDIA STREET, 30G",30G,11222,1,0,1,0,817,2017,2,R4,"$   1,099,710",04/02/2019
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2530,1161,,R4,"21 INDIA STREET, 34A",34A,11222,1,0,1,0,1443,2017,2,R4,"$   2,250,333",04/02/2019
3,MANHATTAN BEACH,01 ONE FAMILY DWELLINGS,1,8752,78,,A1,170 JAFFRAY STREET,,11235,1,0,1,"6,000",2382,1935,1,A1,$   - 0,04/02/2019
3,MARINE PARK,10 COOPS - ELEVATOR APARTMENTS,2,7654,14,,D4,"3626 KINGS HIGHWAY, 5M",,11234,0,0,0,0,0,1939,2,D4,"$   188,500",04/02/2019
3,MARINE PARK,10 COOPS - ELEVATOR APARTMENTS,2,8819,11,,D4,"2260 BURNETT STREET, 1H",,11229,0,0,0,0,0,1952,2,D4,"$   265,000",04/02/2019
3,NAVY YARD,29 COMMERCIAL GARAGES,4,2029,19,,G7,50 FLUSHING AVENUE,,11205,0,0,0,"9,204",0,0,4,G7,"$   7,200,000",04/02/2019
3,OCEAN HILL,02 TWO FAMILY DWELLINGS,1,1524,39,,B3,61 MACDOUGAL STREET,,11233,2,0,2,950,1140,1910,1,B3,$   - 0,04/02/2019
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS,1,6570,45,,A1,717 RODER AVENUE,,11230,1,0,1,"2,496",1200,1920,1,A1,"$   990,000",04/02/2019
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,1,6613,67,,B2,1579 OCEAN PARKWAY,,11230,2,0,2,"6,000",3468,1935,1,B2,$   - 0,04/02/2019
3,OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,5393,69,,C0,463 EAST 9 STREET,,11218,3,0,3,"2,480",4158,1960,1,C0,"$   1,210,000",04/02/2019
3,OLD MILL BASIN,01 ONE FAMILY DWELLINGS,1,7851,10,,A9,5301 AVENUE M,,11234,1,0,1,"1,850",952,1925,1,A9,"$   625,000",04/02/2019
3,OLD MILL BASIN,02 TWO FAMILY DWELLINGS,1,8512,34,,B1,1887 EAST 51ST STREET,,11234,2,0,2,"2,000",1638,1960,1,B1,"$   650,000",04/02/2019
3,PARK SLOPE,04 TAX CLASS 1 CONDOS,1C,943,1303,,R6,"401 DOUGLASS STREET, 3",3,11217,1,0,1,0,943,1910,1,R6,"$   950,000",04/02/2019
3,PARK SLOPE,09 COOPS - WALKUP APARTMENTS,2C,1097,55,,C6,"511 12TH STREET, 2R",,11215,0,0,0,0,0,1960,2,C6,"$   761,000",04/02/2019
3,PARK SLOPE,12 CONDOS - WALKUP APARTMENTS,2,928,1202,,R2,"393 DEAN STREET, 1B",1B,11217,1,0,1,0,1138,2004,2,R2,"$   688,000",04/02/2019
3,SEAGATE,01 ONE FAMILY DWELLINGS,1,6956,35,,A5,3706 BAY VIEW AVENUE,,11224,1,0,1,"2,000",1520,1985,1,A5,"$   272,000",04/02/2019
3,SEAGATE,02 TWO FAMILY DWELLINGS,1,6977,6,,B2,4111 SEA GATE AVENUE,,11224,2,0,2,"3,010",2265,1930,1,B2,$   - 0,04/02/2019
3,SEAGATE,03 THREE FAMILY DWELLINGS,1,6960,42,,C0,3809 CYPRESS AVENUE,,11224,3,0,3,"5,000",4083,1930,1,C0,$   - 0,04/02/2019
3,SUNSET PARK,02 TWO FAMILY DWELLINGS,1,839,61,,B9,437 57TH STREET,,11220,2,0,2,"2,003",2280,1910,1,B9,"$   1,300,000",04/02/2019
3,WILLIAMSBURG-EAST,04 TAX CLASS 1 CONDOS,1C,2758,1402,,R6,"321 MANHATTAN AVENUE, 2",2,11211,1,0,1,"1,400",1742,1910,1,R6,"$   1,985,588",04/02/2019
3,WILLIAMSBURG-SOUTH,13 CONDOS - ELEVATOR APARTMENTS,2,2408,1003,,R4,"236 S 1ST STREET, 1B",1B,11211,1,0,1,0,1751,0,2,R4,"$   1,175,000",04/02/2019
4,ASTORIA,03 THREE FAMILY DWELLINGS,1,803,114,,C0,23-69 38TH STREET,,11105,3,0,3,"3,034",3762,2004,1,C0,"$   2,150,000",04/02/2019
4,ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,631,10,,C2,25-47 33RD STREET,,11102,6,0,6,"1,940",4800,1924,2,C2,$   - 0,04/02/2019
4,ASTORIA,14 RENTALS - 4-10 UNIT,2A,651,147,,S9,36-16 30TH AVENUE,,11103,2,3,5,"2,000",3600,1924,2,S9,$   - 0,04/02/2019
4,ASTORIA,22 STORE BUILDINGS,4,680,22,,K4,30-59 STEINWAY STREET,,11103,0,1,1,"8,376",13968,1928,4,K4,$   - 0,04/02/2019
4,ASTORIA,30 WAREHOUSES,4,769,42,,E1,22-61 45TH STREET,,11105,0,1,1,"17,505",17500,1956,4,E1,"$   8,750,000",04/02/2019
4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,5973,7,,A1,201-16 26TH AVENUE,,11360,1,0,1,"4,254",2648,1930,1,A1,"$   957,000",04/02/2019
4,BAYSIDE,02 TWO FAMILY DWELLINGS,1,7531,25,,B2,223-28 56TH AVENUE,,11364,2,0,2,"3,433",3374,1970,1,B2,$   - 0,04/02/2019
4,BAYSIDE,10 COOPS - ELEVATOR APARTMENTS,2,5938,3,,D4,"17-85 215TH STREET, 4M",,11360,0,0,0,0,0,1969,2,D4,"$   670,000",04/02/2019
4,BEECHHURST,10 COOPS - ELEVATOR APARTMENTS,2,4574,41,,D4,"162-01 POWELLS COVE BLVD, 6E",,11357,0,0,0,0,0,1956,2,D4,"$   420,000",04/02/2019
4,BELLE HARBOR,02 TWO FAMILY DWELLINGS,1,16192,18,,B2,505 BEACH 124,,11694,2,0,2,"4,000",2450,1965,1,B2,"$   975,000",04/02/2019
4,COLLEGE POINT,01 ONE FAMILY DWELLINGS,1,3942,14,,A1,121-18 7TH AVENUE,,11356,1,0,1,"1,838",2094,1935,1,A1,"$   700,000",04/02/2019
4,CORONA,02 TWO FAMILY DWELLINGS,1,1713,14,,B2,33-16 99TH STREET,,11368,2,0,2,"3,410",1928,1910,1,B2,"$   145,000",04/02/2019
4,CORONA,02 TWO FAMILY DWELLINGS,1,1776,24,,B3,104-62 39TH AVENUE,,11368,2,0,2,"3,125",1240,1901,1,B3,$   - 0,04/02/2019
4,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,1959,38,,C2,58-31 PENROD STREET,,11368,6,0,6,"2,000",4100,1990,2,C2,"$   1,500,268",04/02/2019
4,CORONA,10 COOPS - ELEVATOR APARTMENTS,2,1727,8,,D4,"112-50 NORTHERN BLVD, 5A",,11368,0,0,0,0,0,1953,2,D4,"$   125,000",04/02/2019
4,DOUGLASTON,01 ONE FAMILY DWELLINGS,1,8024,57,,A1,317 WARWICK AVENUE,,11363,1,0,1,"6,000",1910,1930,1,A1,"$   608,550",04/02/2019
4,EAST ELMHURST,02 TWO FAMILY DWELLINGS,1,1429,55,,B1,3231 99TH STREET,,11369,2,0,2,"2,000",2377,1935,1,B1,"$   955,000",04/02/2019
4,ELMHURST,02 TWO FAMILY DWELLINGS,1,2871,47,,B1,86-05 58TH AVE,,11373,2,0,2,"1,826",1083,1984,1,B1,$   - 0,04/02/2019
4,ELMHURST,10 COOPS - ELEVATOR APARTMENTS,2,1561,12,,D4,"44-10 MACNISH STREET, 3C",,11373,0,0,0,0,0,1950,2,D4,"$   275,000",04/02/2019
4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS,1,15566,44,,B3,7 MUHLEBACH COURT,,11691,2,0,2,"2,737",2156,1920,1,B3,$   - 0,04/02/2019
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,6736,8,,A5,59-51 PARSONS BLVD,,11365,1,0,1,"1,800",1224,1960,1,A5,"$   830,000",04/02/2019
4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5313,31,,B1,192-03 CROCHERON AVENUE,,11358,2,0,2,"2,940",1672,1960,1,B1,$   - 0,04/02/2019
4,FLUSHING-NORTH,10 COOPS - ELEVATOR APARTMENTS,2,4285,10,,D4,"26-16 UNION STREET, 3D",,11354,0,0,0,0,0,1957,2,D4,"$   300,000",04/02/2019
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS,2,4977,1056,,R4,"136-75 37TH AVENUE, 7H",,11354,1,0,1,"36,441",711,0,2,R4,$   - 0,04/02/2019
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS,1,6710,24,,B3,150-19 78TH ROAD,,11367,2,0,2,"1,900",2148,1950,1,B3,$   - 0,04/02/2019
4,FLUSHING-SOUTH,04 TAX CLASS 1 CONDOS,1A,6797,1016,,R3,"71-22 162 STREET, 1",,11365,1,0,1,"103,041",862,1988,1,R3,"$   543,500",04/02/2019
4,FLUSHING-SOUTH,22 STORE BUILDINGS,4,6805,100,,K1,73-15 KISSENA BOULEVARD,,11367,0,1,1,"35,000",7800,2007,4,K1,$   - 0,04/02/2019
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS,2,2237,1,,D4,"110-11 QUEENS BOULEVARD, 5M",,11375,0,0,0,0,0,1965,2,D4,$   - 0,04/02/2019
4,FOREST HILLS,12 CONDOS - WALKUP APARTMENTS,2,3258,1116,,R2,"109-19 72ND ROAD, 3E",3E,11375,1,0,1,0,1060,2017,2,R2,"$   972,429",04/02/2019
4,GLEN OAKS,09 COOPS - WALKUP APARTMENTS,2,8401,350,,C6,"7102 LITTLE NECK PKWY, 133A",,11426,0,0,0,0,0,1952,2,C6,"$   221,000",04/02/2019
4,HILLCREST,09 COOPS - WALKUP APARTMENTS,2,6715,2,,C6,"14742 VILLAGE ROAD, 85GB",,11435,0,0,0,0,0,1947,2,C6,"$   259,000",04/02/2019
4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10567,14,,A1,91-27 HOLLIS CT BLVD,,11428,1,0,1,"4,500",1932,1925,1,A1,$   - 0,04/02/2019
4,HOLLIS HILLS,01 ONE FAMILY DWELLINGS,1,7789,33,,A2,80-07 215TH STREET,,11427,1,0,1,"5,000",1200,1950,1,A2,$   10,04/02/2019
4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,7267,20,,A1,80-32 190 STREET,,11423,1,0,1,"8,000",1900,1940,1,A1,"$   1,100,000",04/02/2019
4,HOWARD BEACH,13 CONDOS - ELEVATOR APARTMENTS,2,11431,2109,,R4,"84-29 153RD AVENUE, 1J",1J,11414,1,0,1,"106,347",750,1965,2,R4,"$   275,000",04/02/2019
4,JAMAICA,02 TWO FAMILY DWELLINGS,1,9765,112,,B1,87-78 160TH STREET,,11432,2,0,2,"1,760",2208,1910,1,B1,"$   680,000",04/02/2019
4,LAURELTON,01 ONE FAMILY DWELLINGS,1,12904,20,,A5,130-33 226TH STREET,,11413,1,0,1,"2,042",1456,1930,1,A5,"$   450,000",04/02/2019
4,LAURELTON,01 ONE FAMILY DWELLINGS,1,13156,25,,A5,134-11 229TH STREET,,11413,1,0,1,"2,542",1368,1930,1,A5,"$   535,000",04/02/2019
4,LITTLE NECK,01 ONE FAMILY DWELLINGS,1,8252,6,,A1,52-29 LEITH PLACE,,11362,1,0,1,"9,840",1392,1935,1,A1,"$   985,000",04/02/2019
4,LITTLE NECK,09 COOPS - WALKUP APARTMENTS,2,8358,1,,C6,"60-35 251ST STREET, 790",,11362,0,0,0,0,0,1952,2,C6,"$   325,000",04/02/2019
4,LONG ISLAND CITY,21 OFFICE BUILDINGS,4,78,36,,O5,21-52 44TH DRIVE,,11101,0,3,3,"1,500",2700,1890,4,O5,"$   725,000",04/02/2019
4,LONG ISLAND CITY,22 STORE BUILDINGS,4,78,136,,K2,21-50 44TH DRIVE,,11101,0,2,2,"1,500",3525,1931,4,K2,"$   890,000",04/02/2019
4,MASPETH,01 ONE FAMILY DWELLINGS,1,2734,21,,A5,60-32 60TH DRIVE,,11378,1,0,1,"1,600",1200,1940,1,A5,"$   575,000",04/02/2019
4,MASPETH,02 TWO FAMILY DWELLINGS,1,2400,24,,B1,66-29 54TH AVENUE,,11378,2,0,2,"3,269",2508,1930,1,B1,"$   1,280,000",04/02/2019
4,OAKLAND GARDENS,01 ONE FAMILY DWELLINGS,1,7664,6,,A0,229-14 64TH AVENUE,,11364,1,0,1,"4,000",1560,1950,1,A0,"$   950,000",04/02/2019
4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11365,13,,A5,133-18 86TH STREET,,11417,1,0,1,"2,142",861,1935,1,A5,"$   528,000",04/02/2019
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,11169,21,,A1,221-13 106TH AVENUE,,11429,1,0,1,"2,600",1200,1935,1,A1,"$   506,113",04/02/2019
